# Data,Probability
2.103699580898163862e-07,0.000000000000000000e+00
1.197448477315500026e-06,4.001600640256102706e-04
1.485197087463094412e-06,8.003201280512205413e-04
1.919310452407972781e-06,1.200480192076830649e-03
2.517475008770259586e-06,1.600640256102441083e-03
2.751590792771232920e-06,2.000800320128051299e-03
2.764296062532175401e-06,2.400960384153661299e-03
2.872462183662943636e-06,2.801120448179271732e-03
3.755762203482988251e-06,3.201280512204882165e-03
3.794126776965238889e-06,3.601440576230492165e-03
4.200007283757974074e-06,4.001600640256102598e-03
4.362415336316813707e-06,4.401760704281713031e-03
4.557359172913253455e-06,4.801920768307322597e-03
4.576298904194219537e-06,5.202080832332933030e-03
4.961936695246293149e-06,5.602240896358543464e-03
5.168285556670187547e-06,6.002400960384153897e-03
5.202224599579425500e-06,6.402561024409764330e-03
5.205213268223701405e-06,6.802721088435373896e-03
5.279032113863398158e-06,7.202881152460984329e-03
5.536923636255137401e-06,7.603041216486594762e-03
5.661226422734794757e-06,8.003201280512205196e-03
5.662987363049379306e-06,8.403361344537814762e-03
5.765349187791954956e-06,8.803521408563426062e-03
5.800497290276994918e-06,9.203681472589035628e-03
5.913203136468607350e-06,9.603841536614645194e-03
5.939724521050910466e-06,1.000400160064025649e-02
5.952314031845298573e-06,1.040416166466586606e-02
5.963082793074467190e-06,1.080432172869147736e-02
5.994235742611345592e-06,1.120448179271708693e-02
6.232009729346668391e-06,1.160464185674269649e-02
6.442204153484707880e-06,1.200480192076830779e-02
6.449798483694592600e-06,1.240496198479391736e-02
6.555360132252646807e-06,1.280512204881952866e-02
6.564437902869979755e-06,1.320528211284513823e-02
6.620166444629440756e-06,1.360544217687074779e-02
6.773752429400253104e-06,1.400560224089635909e-02
6.954806909299255326e-06,1.440576230492196866e-02
6.996843171123453020e-06,1.480592236894757822e-02
7.042859757418922558e-06,1.520608243297318952e-02
7.044199325197515616e-06,1.560624249699879909e-02
7.236561450587716367e-06,1.600640256102441039e-02
7.301547716348910842e-06,1.640656262505002169e-02
7.369929250036322001e-06,1.680672268907562952e-02
7.373346762818918440e-06,1.720688275310124082e-02
7.404771659857808504e-06,1.760704281712685212e-02
7.481864099529989993e-06,1.800720288115245996e-02
7.893709894246026662e-06,1.840736294517807126e-02
8.285914435215607684e-06,1.880752300920368256e-02
8.548244984784584888e-06,1.920768307322929039e-02
9.198982001741068035e-06,1.960784313725490169e-02
9.208131417973970065e-06,2.000800320128051299e-02
9.336192575206405341e-06,2.040816326530612082e-02
9.337715419257430787e-06,2.080832332933173212e-02
9.349419621774903572e-06,2.120848339335734342e-02
9.366750976081137162e-06,2.160864345738295472e-02
9.449762974665923198e-06,2.200880352140856255e-02
9.466042962139429535e-06,2.240896358543417385e-02
9.481547563425121215e-06,2.280912364945978515e-02
9.942810401507460666e-06,2.320928371348539299e-02
1.009308986487308562e-05,2.360944377751100429e-02
1.015447303531796564e-05,2.400960384153661559e-02
1.021313640555209641e-05,2.440976390556222342e-02
1.031971985327980757e-05,2.480992396958783472e-02
1.035693935196780970e-05,2.521008403361344602e-02
1.049682371378631336e-05,2.561024409763905732e-02
1.050588452169921864e-05,2.601040416166466515e-02
1.060725111344392412e-05,2.641056422569027645e-02
1.078449057278815562e-05,2.681072428971588775e-02
1.110423586457633985e-05,2.721088435374149558e-02
1.124232386481060554e-05,2.761104441776710688e-02
1.136977636964930000e-05,2.801120448179271819e-02
1.146256466533675425e-05,2.841136454581832602e-02
1.153263464262599928e-05,2.881152460984393732e-02
1.153456376983625004e-05,2.921168467386954862e-02
1.157305120694378828e-05,2.961184473789515645e-02
1.182813444316365438e-05,3.001200480192076775e-02
1.183655717282961410e-05,3.041216486594637905e-02
