# Data,Probability
4.711286849180574242e-03,0.000000000000000000e+00
1.029910856468072705e-02,4.001600640256102706e-04
1.218609933227818472e-02,8.003201280512205413e-04
1.558348306445223735e-02,1.200480192076830649e-03
1.561881729157270013e-02,1.600640256102441083e-03
1.573206178068272190e-02,2.000800320128051299e-03
1.604979188172359766e-02,2.400960384153661299e-03
1.623678500878941028e-02,2.801120448179271732e-03
1.649124559529655323e-02,3.201280512204882165e-03
1.721268088015368014e-02,3.601440576230492165e-03
1.731960801398959790e-02,4.001600640256102598e-03
1.753211310088487879e-02,4.401760704281713031e-03
1.817856707975156957e-02,4.801920768307322597e-03
1.826004252765074318e-02,5.202080832332933030e-03
1.909328558400318065e-02,5.602240896358543464e-03
1.965419138892230203e-02,6.002400960384153897e-03
2.047906740186501359e-02,6.402561024409764330e-03
2.058760642047174211e-02,6.802721088435373896e-03
2.076552625351446232e-02,7.202881152460984329e-03
2.097704366720519464e-02,7.603041216486594762e-03
2.234129362387485621e-02,8.003201280512205196e-03
2.236679809169507538e-02,8.403361344537814762e-03
2.289797427568307162e-02,8.803521408563426062e-03
2.385751473189541214e-02,9.203681472589035628e-03
2.443105554659608103e-02,9.603841536614645194e-03
2.451052562881409630e-02,1.000400160064025649e-02
2.495174751724707832e-02,1.040416166466586606e-02
2.521284702337634603e-02,1.080432172869147736e-02
2.582022573049324102e-02,1.120448179271708693e-02
2.618998691810781390e-02,1.160464185674269649e-02
2.658099317860919755e-02,1.200480192076830779e-02
2.678739246160871321e-02,1.240496198479391736e-02
2.735578094167232660e-02,1.280512204881952866e-02
2.755688303311380760e-02,1.320528211284513823e-02
2.780968919211344870e-02,1.360544217687074779e-02
2.904722245077495310e-02,1.400560224089635909e-02
2.921550178940861275e-02,1.440576230492196866e-02
2.944793416850998227e-02,1.480592236894757822e-02
2.964132412697121147e-02,1.520608243297318952e-02
3.003085168855736120e-02,1.560624249699879909e-02
3.079799614438892552e-02,1.600640256102441039e-02
3.205502846566492953e-02,1.640656262505002169e-02
3.302657681350215646e-02,1.680672268907562952e-02
3.332022967197507957e-02,1.720688275310124082e-02
3.335284968992378862e-02,1.760704281712685212e-02
3.360832344864708721e-02,1.800720288115245996e-02
3.369895431532447805e-02,1.840736294517807126e-02
3.377801690855418426e-02,1.880752300920368256e-02
3.394844545174852818e-02,1.920768307322929039e-02
3.397402809291098780e-02,1.960784313725490169e-02
3.401431691552572051e-02,2.000800320128051299e-02
3.405752358290912302e-02,2.040816326530612082e-02
3.408486705956034063e-02,2.080832332933173212e-02
3.446616371217996883e-02,2.120848339335734342e-02
3.451558349030431350e-02,2.160864345738295472e-02
3.459474750329413067e-02,2.200880352140856255e-02
3.480947979429270533e-02,2.240896358543417385e-02
3.503834895131906213e-02,2.280912364945978515e-02
3.536454125685360717e-02,2.320928371348539299e-02
3.543516305905899944e-02,2.360944377751100429e-02
3.545151374001613565e-02,2.400960384153661559e-02
3.549755910390867825e-02,2.440976390556222342e-02
3.575358504596238413e-02,2.480992396958783472e-02
3.639627640338338049e-02,2.521008403361344602e-02
3.642794071910929882e-02,2.561024409763905732e-02
3.675507874874228004e-02,2.601040416166466515e-02
3.678890280008434432e-02,2.641056422569027645e-02
3.700983028462348501e-02,2.681072428971588775e-02
3.712844300599672104e-02,2.721088435374149558e-02
3.725854460419049385e-02,2.761104441776710688e-02
3.746528747625695738e-02,2.801120448179271819e-02
3.774952941376828741e-02,2.841136454581832602e-02
3.785109059275784671e-02,2.881152460984393732e-02
3.797446648414789377e-02,2.921168467386954862e-02
3.801852004482200037e-02,2.961184473789515645e-02
3.805332207900732205e-02,3.001200480192076775e-02
3.817436245704843023e-02,3.041216486594637905e-02
3.821717279509445619e-02,3.081232492997199035e-02
3.838127583971657347e-02,3.121248499399759818e-02
3.920357723253094229e-02,3.161264505802320601e-02
3.953281405019031663e-02,3.201280512204882078e-02
3.969641135012209193e-02,3.241296518607442861e-02
3.986125799774341977e-02,3.281312525010004338e-02
3.999050399629124758e-02,3.321328531412565122e-02
4.050811039039926842e-02,3.361344537815125905e-02
4.068879716555274390e-02,3.401360544217687382e-02
4.106373491624405042e-02,3.441376550620248165e-02
4.123113275767271990e-02,3.481392557022808948e-02
4.141845070993337846e-02,3.521408563425370425e-02
4.232178677929722410e-02,3.561424569827931208e-02
4.260416457642795390e-02,3.601440576230491991e-02
4.292469537861672707e-02,3.641456582633053468e-02
4.362116791355400564e-02,3.681472589035614251e-02
4.362265005067798851e-02,3.721488595438175034e-02
4.365084626370076964e-02,3.761504601840736511e-02
4.366846451676986707e-02,3.801520608243297294e-02
4.401712603387264444e-02,3.841536614645858078e-02
4.472229431034392688e-02,3.881552621048419555e-02
4.477206846802180701e-02,3.921568627450980338e-02
4.498260702482015372e-02,3.961584633853541121e-02
4.545306137167220289e-02,4.001600640256102598e-02
4.558009229970681753e-02,4.041616646658663381e-02
4.571695662238674240e-02,4.081632653061224164e-02
4.608111450760884326e-02,4.121648659463785641e-02
4.637325006490850693e-02,4.161664665866346424e-02
4.667794034598787833e-02,4.201680672268907901e-02
4.678905393966902027e-02,4.241696678671468684e-02
4.679295850374207144e-02,4.281712685074029467e-02
4.704339901459050205e-02,4.321728691476590944e-02
4.705899808947013041e-02,4.361744697879151728e-02
4.707519049384056853e-02,4.401760704281712511e-02
4.750052175697125345e-02,4.441776710684273988e-02
4.753367409590811971e-02,4.481792717086834771e-02
4.759709401783353278e-02,4.521808723489395554e-02
4.773711741205013265e-02,4.561824729891957031e-02
4.779539439096279485e-02,4.601840736294517814e-02
4.813659747231238684e-02,4.641856742697078597e-02
4.846071730697008861e-02,4.681872749099640074e-02
4.850989378756004333e-02,4.721888755502200857e-02
4.862579448202507260e-02,4.761904761904761640e-02
4.865427711354689683e-02,4.801920768307323117e-02
4.875550274344443713e-02,4.841936774709883901e-02
4.915897192012039230e-02,4.881952781112444684e-02
4.949822043061841148e-02,4.921968787515006161e-02
4.950108507359627513e-02,4.961984793917566944e-02
4.950508575636736186e-02,5.002000800320127727e-02
4.972213221788600312e-02,5.042016806722689204e-02
4.984192063683497848e-02,5.082032813125249987e-02
5.001252822523025859e-02,5.122048819527811464e-02
5.017583143871001683e-02,5.162064825930372247e-02
5.021162909506812072e-02,5.202080832332933030e-02
5.031876880416794040e-02,5.242096838735494507e-02
5.069606798037370327e-02,5.282112845138055290e-02
5.098009413390556382e-02,5.322128851540616074e-02
5.098037460006672739e-02,5.362144857943177551e-02
5.099695395401191572e-02,5.402160864345738334e-02
5.120549220481888930e-02,5.442176870748299117e-02
5.128145495710216550e-02,5.482192877150860594e-02
5.133265409885137687e-02,5.522208883553421377e-02
5.133338383372937352e-02,5.562224889955982160e-02
5.168900848556230027e-02,5.602240896358543637e-02
5.196244639120645159e-02,5.642256902761104420e-02
5.220854376429146654e-02,5.682272909163665203e-02
5.222815403218532965e-02,5.722288915566226680e-02
5.228751095995717163e-02,5.762304921968787463e-02
5.295619638616714392e-02,5.802320928371348246e-02
5.308851103771790314e-02,5.842336934773909723e-02
5.309660812827915466e-02,5.882352941176470507e-02
5.326937669941417958e-02,5.922368947579031290e-02
5.337105395711013583e-02,5.962384953981592767e-02
5.368092837918538029e-02,6.002400960384153550e-02
5.376674274470045339e-02,6.042416966786715027e-02
5.378035763071856157e-02,6.082432973189275810e-02
5.385554281874584126e-02,6.122448979591836593e-02
5.400106355499154076e-02,6.162464985994398070e-02
5.404733650077789275e-02,6.202480992396958853e-02
5.455603357193793135e-02,6.242496998799519636e-02
5.518076971780862261e-02,6.282513005202081113e-02
5.564336547066153771e-02,6.322529011604641203e-02
5.577619751996414771e-02,6.362545018007202680e-02
5.577699353148893313e-02,6.402561024409764157e-02
5.589016746668248187e-02,6.442577030812324246e-02
5.606014798600294363e-02,6.482593037214885723e-02
5.610429441847079174e-02,6.522609043617447200e-02
5.625919243488932547e-02,6.562625050020008677e-02
5.642924820180020978e-02,6.602641056422568766e-02
5.664287232439373793e-02,6.642657062825130243e-02
5.664527793293473029e-02,6.682673069227691720e-02
5.677575132072758962e-02,6.722689075630251809e-02
5.699757786829338924e-02,6.762705082032813286e-02
5.716992810352367060e-02,6.802721088435374763e-02
