# Data,Probability
9.796450009548917162e-03,0.000000000000000000e+00
1.252777076287799225e-02,4.001600640256102706e-04
1.293661436712707953e-02,8.003201280512205413e-04
1.444598807483107525e-02,1.200480192076830649e-03
1.588273671280051799e-02,1.600640256102441083e-03
1.666752611714662421e-02,2.000800320128051299e-03
1.761064370151141020e-02,2.400960384153661299e-03
1.902186468658029553e-02,2.801120448179271732e-03
1.937800399557774306e-02,3.201280512204882165e-03
1.941402486131100710e-02,3.601440576230492165e-03
1.995912624156712112e-02,4.001600640256102598e-03
2.001171572767098186e-02,4.401760704281713031e-03
2.008658246139146536e-02,4.801920768307322597e-03
2.069987972309060217e-02,5.202080832332933030e-03
2.099338535983446413e-02,5.602240896358543464e-03
2.126008106202494780e-02,6.002400960384153897e-03
2.154525689925935669e-02,6.402561024409764330e-03
2.167090179664793795e-02,6.802721088435373896e-03
2.210389294826107034e-02,7.202881152460984329e-03
2.294888250807766705e-02,7.603041216486594762e-03
2.325507574090060828e-02,8.003201280512205196e-03
2.353970862966025049e-02,8.403361344537814762e-03
2.372897954865717252e-02,8.803521408563426062e-03
2.374791338148331959e-02,9.203681472589035628e-03
2.421732556440743880e-02,9.603841536614645194e-03
2.429289393642774381e-02,1.000400160064025649e-02
2.437164418323184423e-02,1.040416166466586606e-02
2.538185425618989452e-02,1.080432172869147736e-02
2.591778556293385105e-02,1.120448179271708693e-02
2.594506258864368725e-02,1.160464185674269649e-02
2.618442681762904803e-02,1.200480192076830779e-02
2.634395254051405053e-02,1.240496198479391736e-02
2.669849401100947428e-02,1.280512204881952866e-02
2.678672821739685322e-02,1.320528211284513823e-02
2.684280041049575891e-02,1.360544217687074779e-02
2.714122114138773842e-02,1.400560224089635909e-02
2.744254326738336525e-02,1.440576230492196866e-02
2.761811037030743529e-02,1.480592236894757822e-02
2.813463750645563144e-02,1.520608243297318952e-02
2.919144393189268896e-02,1.560624249699879909e-02
2.930631332846113726e-02,1.600640256102441039e-02
2.937364635268319840e-02,1.640656262505002169e-02
2.953343146222921559e-02,1.680672268907562952e-02
2.998863804903025357e-02,1.720688275310124082e-02
3.069182590307001010e-02,1.760704281712685212e-02
3.153389431453479386e-02,1.800720288115245996e-02
3.259218703296978131e-02,1.840736294517807126e-02
3.266832864321294466e-02,1.880752300920368256e-02
3.271059662106117621e-02,1.920768307322929039e-02
3.320143711267240644e-02,1.960784313725490169e-02
3.348716126814035160e-02,2.000800320128051299e-02
3.370499026325561587e-02,2.040816326530612082e-02
3.406294946297491744e-02,2.080832332933173212e-02
3.406991277690615133e-02,2.120848339335734342e-02
3.417207670536957093e-02,2.160864345738295472e-02
3.425704923251503969e-02,2.200880352140856255e-02
3.437411552807992376e-02,2.240896358543417385e-02
3.437794846904450308e-02,2.280912364945978515e-02
3.495938866857120630e-02,2.320928371348539299e-02
3.514456036881468542e-02,2.360944377751100429e-02
3.527925208153166736e-02,2.400960384153661559e-02
3.530903099350237578e-02,2.440976390556222342e-02
3.540908347620944085e-02,2.480992396958783472e-02
3.602059637533670811e-02,2.521008403361344602e-02
3.606626959592866555e-02,2.561024409763905732e-02
3.627114663733504996e-02,2.601040416166466515e-02
3.646498966287826937e-02,2.641056422569027645e-02
3.650860372946419102e-02,2.681072428971588775e-02
3.653312871607433676e-02,2.721088435374149558e-02
3.659539221650912055e-02,2.761104441776710688e-02
3.665362014900288429e-02,2.801120448179271819e-02
3.673316684899560064e-02,2.841136454581832602e-02
3.682408730624570775e-02,2.881152460984393732e-02
3.684144321705594416e-02,2.921168467386954862e-02
3.696248264998542449e-02,2.961184473789515645e-02
3.753799762275598917e-02,3.001200480192076775e-02
3.777454026266208881e-02,3.041216486594637905e-02
3.808231180036372732e-02,3.081232492997199035e-02
3.918143982097144901e-02,3.121248499399759818e-02
3.957728277300049530e-02,3.161264505802320601e-02
3.978138234805834311e-02,3.201280512204882078e-02
4.016592199140668618e-02,3.241296518607442861e-02
4.022639671257693256e-02,3.281312525010004338e-02
4.037181224482487563e-02,3.321328531412565122e-02
4.041366649473121520e-02,3.361344537815125905e-02
4.045453558125553656e-02,3.401360544217687382e-02
4.083884630105353436e-02,3.441376550620248165e-02
4.106435790373530459e-02,3.481392557022808948e-02
4.130178603932254527e-02,3.521408563425370425e-02
4.159185867984910301e-02,3.561424569827931208e-02
4.165220537122219652e-02,3.601440576230491991e-02
4.178079132121234607e-02,3.641456582633053468e-02
4.192832974547260755e-02,3.681472589035614251e-02
4.201072573562310980e-02,3.721488595438175034e-02
4.226395016108933783e-02,3.761504601840736511e-02
4.226461446819546053e-02,3.801520608243297294e-02
4.239228031149307185e-02,3.841536614645858078e-02
4.240338578136983172e-02,3.881552621048419555e-02
4.293785536104859774e-02,3.921568627450980338e-02
4.297080422214809292e-02,3.961584633853541121e-02
4.318691272174971646e-02,4.001600640256102598e-02
4.364780430211716300e-02,4.041616646658663381e-02
4.380540772549572359e-02,4.081632653061224164e-02
4.408745640588392078e-02,4.121648659463785641e-02
4.427220419513646504e-02,4.161664665866346424e-02
4.489426242672730355e-02,4.201680672268907901e-02
4.498019190879030266e-02,4.241696678671468684e-02
4.500363485154741661e-02,4.281712685074029467e-02
4.514157821370901047e-02,4.321728691476590944e-02
4.520228648272036492e-02,4.361744697879151728e-02
4.528702894122082351e-02,4.401760704281712511e-02
4.536225043754644332e-02,4.441776710684273988e-02
4.537866056183232494e-02,4.481792717086834771e-02
4.550087342237285615e-02,4.521808723489395554e-02
4.557904922778434342e-02,4.561824729891957031e-02
4.559596143077016689e-02,4.601840736294517814e-02
4.602933458848171289e-02,4.641856742697078597e-02
4.614520256757787681e-02,4.681872749099640074e-02
4.616829360066140170e-02,4.721888755502200857e-02
4.627960635483197027e-02,4.761904761904761640e-02
4.631851436076621364e-02,4.801920768307323117e-02
4.656743863293304198e-02,4.841936774709883901e-02
4.659157789543042633e-02,4.881952781112444684e-02
4.677633240637067008e-02,4.921968787515006161e-02
4.681484468248214154e-02,4.961984793917566944e-02
4.684554722023723944e-02,5.002000800320127727e-02
4.689706943108429282e-02,5.042016806722689204e-02
4.720176692582892658e-02,5.082032813125249987e-02
4.720582045969051732e-02,5.122048819527811464e-02
4.757967902536650029e-02,5.162064825930372247e-02
4.759377136143160686e-02,5.202080832332933030e-02
4.780880563614270384e-02,5.242096838735494507e-02
4.845321625456438380e-02,5.282112845138055290e-02
4.851663203756734905e-02,5.322128851540616074e-02
4.892877284322263987e-02,5.362144857943177551e-02
4.894124984034345371e-02,5.402160864345738334e-02
4.949753352200487316e-02,5.442176870748299117e-02
4.987943937790987464e-02,5.482192877150860594e-02
5.017013766192671836e-02,5.522208883553421377e-02
5.034377450796254788e-02,5.562224889955982160e-02
5.036955560290972550e-02,5.602240896358543637e-02
5.047635478226029926e-02,5.642256902761104420e-02
5.051284977251062347e-02,5.682272909163665203e-02
5.064264186519963629e-02,5.722288915566226680e-02
5.085402054153396328e-02,5.762304921968787463e-02
5.109393221005065905e-02,5.802320928371348246e-02
5.114332905716034022e-02,5.842336934773909723e-02
5.125506812343459673e-02,5.882352941176470507e-02
5.126611469124997544e-02,5.922368947579031290e-02
5.128379388873186007e-02,5.962384953981592767e-02
5.157087300219331816e-02,6.002400960384153550e-02
5.161414695213043663e-02,6.042416966786715027e-02
5.169419688978082322e-02,6.082432973189275810e-02
5.193035095197783696e-02,6.122448979591836593e-02
5.196656088174371468e-02,6.162464985994398070e-02
5.197039964655857103e-02,6.202480992396958853e-02
5.202979632456502385e-02,6.242496998799519636e-02
5.217249272507296781e-02,6.282513005202081113e-02
5.222463591577649472e-02,6.322529011604641203e-02
5.245231619916485705e-02,6.362545018007202680e-02
5.275668775793605769e-02,6.402561024409764157e-02
5.286803824305680299e-02,6.442577030812324246e-02
5.287960823639756280e-02,6.482593037214885723e-02
5.312181894565097540e-02,6.522609043617447200e-02
5.344728773949348338e-02,6.562625050020008677e-02
5.354616648235529380e-02,6.602641056422568766e-02
